operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;estado_civil_N;estado_credito_N;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo;cluster
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;C;6000.0;4.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;8000.0;2.0;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;D;P;6000.0;3.0;ALQUILER;SALUD;Y;PASIVO;F;DESCONOCIDO;3.0;1
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000.0;4.0;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0
75_a_100;4k_a_6k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;N;P;6000.0;4.0;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;11000.0;3.0;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;S;P;12375.0;3.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3600.0;2.0;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000.0;4.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;7200.0;3.0;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;S;C;6400.0;2.0;HIPOTECA;INVERSIONES;Y;PASIVO;M;SECUNDARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;25_a_30;S;C;9800.0;4.0;HIPOTECA;PAGO_DEUDAS;N;PASIVO;F;DESCONOCIDO;2.0;1
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;C;C;6000.0;3.0;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;6000.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;2.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;mayor_10;25_a_30;C;P;7500.0;2.0;PROPIA;PERSONAL;N;ACTIVO;F;DESCONOCIDO;3.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_5;menor_25;S;P;10000.0;3.0;HIPOTECA;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0;1
75_a_100;4k_a_6k;menor_3k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;9000.0;2.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;C;P;6000.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;4.0;1
75_a_100;4k_a_6k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;D;C;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;2050.0;2.0;PROPIA;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;N;C;6000.0;4.0;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;2.0;1
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;6000.0;4.0;ALQUILER;SALUD;Y;PASIVO;F;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;C;P;6000.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_COMPLETO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;C;10000.0;4.0;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000.0;2.0;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;6000.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;;50k_a_100k;hasta_20;menor_5;menor_25;C;P;3600.0;2.0;PROPIA;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0;0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;4.0;HIPOTECA;MEJORAS_HOGAR;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;6000.0;2.0;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0
75_a_100;4k_a_6k;menor_3k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;5.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8000.0;4.0;HIPOTECA;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;3.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000.0;4.0;ALQUILER;EDUCACIÓN;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5375.0;3.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_COMPLETO;2.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;2.0;ALQUILER;SALUD;N;PASIVO;F;DESCONOCIDO;3.0;0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
75_a_100;4k_a_6k;menor_3k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;15000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;4.0;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;;menor_25;D;C;5000.0;3.0;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;6000.0;4.0;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;6000.0;2.0;ALQUILER;PAGO_DEUDAS;Y;PASIVO;M;DESCONOCIDO;2.0;0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;D;P;6000.0;3.0;ALQUILER;SALUD;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;5.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;9600.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;0.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;6000.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;1
30_a_50;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;6000.0;3.0;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;5000.0;3.0;PROPIA;PERSONAL;N;ACTIVO;M;DESCONOCIDO;4.0;1
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;6000.0;3.0;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;3.0;1
50_a_75;4k_a_6k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;6000.0;4.0;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;4.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;C;P;12000.0;4.0;PROPIA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;1
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;2.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;7000.0;3.0;HIPOTECA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;6000.0;3.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;6000.0;2.0;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;4.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;15000.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;3.0;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;C;5000.0;4.0;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0;0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;C;P;10800.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;4800.0;3.0;PROPIA;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0;1
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;6000.0;2.0;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;7000.0;3.0;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;D;P;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6400.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;25_a_30;S;C;11500.0;3.0;HIPOTECA;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;0.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;5000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;2.0;1
75_a_100;2k_a_4k;menor_3k;mayor_4y;hasta_7p;50k_a_100k;hasta_20;menor_5;menor_25;D;P;6000.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;M;POSGRADO_COMPLETO;0.0;0
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;2.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3000.0;2.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_5;menor_25;S;C;6000.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0;1
75_a_100;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;20_a_40;5_a_10;25_a_30;S;P;10000.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;S;P;6000.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;C;P;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;N;C;6000.0;4.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;POSGRADO_INCOMPLETO;4.0;1
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;1
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;8000.0;2.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;C;P;6000.0;4.0;ALQUILER;INVERSIONES;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;6000.0;2.0;ALQUILER;INVERSIONES;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
75_a_100;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;mayor_10;25_a_30;C;P;6000.0;3.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;4.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;mayor_10k;mayor_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6400.0;4.0;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;6000.0;4.0;ALQUILER;MEJORAS_HOGAR;N;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;5000.0;4.0;PROPIA;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;6000.0;2.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;1.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;;50k_a_100k;20_a_40;5_a_10;25_a_30;C;P;10000.0;3.0;HIPOTECA;PAGO_DEUDAS;N;PASIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;1
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6800.0;4.0;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;HIPOTECA;PERSONAL;N;ACTIVO;F;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;6000.0;3.0;ALQUILER;PERSONAL;N;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_5;25_a_30;S;C;6000.0;4.0;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;4.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;;50k_a_100k;hasta_20;mayor_10;25_a_30;S;P;6000.0;3.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;2.0;0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;6000.0;4.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;1
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;4.0;ALQUILER;EDUCACIÓN;Y;PASIVO;F;DESCONOCIDO;2.0;1
mayor_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;;menor_25;N;P;6000.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;8800.0;4.0;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;12000.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;5.0;1
15_a_30;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;4000.0;3.0;HIPOTECA;EDUCACIÓN;Y;PASIVO;F;DESCONOCIDO;3.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;C;C;6000.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_5;25_a_30;C;P;15000.0;2.0;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0
50_a_75;4k_a_6k;menor_3k;menor_2y;;50k_a_100k;20_a_40;5_a_10;25_a_30;S;P;12000.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;S;P;6000.0;2.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;6000.0;2.0;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_5;menor_25;D;P;14400.0;2.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;6000.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;;50k_a_100k;hasta_20;menor_5;25_a_30;C;P;6000.0;3.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;DESCONOCIDO;1.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;6000.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_INCOMPLETO;4.0;1
